mean;stdev;acceptation;E(fitness);sigma(fitness);Generation;fitness1;Genes(Scores(0,1),:);fitness50;Genes(Scores(49,1),:);fitness100;Genes(Scores(99,1),:);
0; 0; 0.9; -9.07428; 4.12536; 82; -0.105263; [10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -10.8511; [10, 10, 10, 10, 0, 10, 10, -10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -13.6585; [10, 10, 10, 10, 0, 0, 10, 10, 10, 10, 10, 10, -0, 10, -10, 10, 10, 0, 10, 10, 0, ];
0; 0; 0.9; -6.91333; 4.84102; 83; -0.105263; [10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -9.79592; [10, 10, 10, 10, 0, 0, 10, -10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -14; [10, 10, 10, 10, 0, 0, 10, -10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ];
0; 0; 0.9; -5.50532; 5.08166; 84; -0.425532; [10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -1.39535; [10, 10, 10, 10, 0, 0, 10, 10, 10, 10, 10, 10, -0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -15.5263; [10, 10, 10, 10, 0, 0, 10, 10, 10, 10, -10, 10, -0, 10, 10, 10, 10, 0, 10, 10, 0, ];
0; 0; 0.9; -4.3766; 4.95985; 85; -0.210526; [10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -1.16279; [10, 10, 10, 10, 0, 0, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -20.9375; [10, 10, 10, 10, 0, 0, 10, -10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, -10, 10, 0, ];
0; 0; 0.9; -2.30331; 3.48912; 86; -0.212766; [10, 10, 10, 10, 0, 0, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -0.909091; [10, 10, 10, 10, 0, 0, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -13.5714; [10, 10, 10, 10, 0, 0, 10, -10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ];
0; 0; 0.9; -1.06212; 1.25672; 87; -0.208333; [10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -0.898876; [10, 10, 10, 10, 0, 0, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -10.6383; [10, 10, 10, 10, 0, 10, 10, -10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ];
0; 0; 0.9; -0.948928; 0.686307; 88; -0.208333; [10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -0.888889; [10, 10, 10, 10, 0, 0, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -6.77966; [10, 10, 10, 10, 0, 0, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, -10, 10, 0, ];
0; 0; 0.9; -1.00371; 1.70445; 89; -0.210526; [10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, -0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -0.786517; [10, 10, 10, 10, 0, 0, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -17.7143; [10, 10, 10, 10, 0, 10, 10, 10, 10, 10, -10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ];
0; 0; 0.9; -1.31239; 2.52555; 90; -0.210526; [10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, -0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -0.879121; [10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, -0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -17.7143; [10, 10, 10, 10, 0, 10, 10, 10, 10, 10, -10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ];
0; 0; 0.9; -1.13073; 1.87739; 91; -0.215054; [10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -0.879121; [10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -15.4054; [10, 10, 10, 10, 0, 0, 10, 10, 10, 10, -10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ];
