mean;stdev;acceptation;E(fitness);sigma(fitness);Generation;fitness1;Genes(Scores(0,1),:);fitness50;Genes(Scores(49,1),:);fitness100;Genes(Scores(99,1),:);
0; 0; 0.9; -163.252; 258.306; 186; -59.9811; [10, -10, 10, 10, 10, 10, 0, 10, -10, -10, 10, 0, 0, -10, -10, -10, 0, 10, 0, -10, 10, ]; -74.0157; [10, -10, 10, -10, 10, 10, 0, 10, 0, -10, 10, 0, 10, 0, -10, -10, 0, 10, 0, -10, 10, ]; -1689.46; [0, 0, -10, -10, -10, 10, -10, -10, -10, 0, 10, 0, 10, -10, 0, 10, 0, 0, 0, 10, -10, ];
0; 0; 0.9; -586.978; 3117.85; 187; -64.1376; [10, 0, -10, 10, -10, 10, 10, 10, -10, -10, 10, 0, 10, 0, -10, 10, -10, 10, 0, 10, 10, ]; -72.5892; [10, 0, -10, -10, 10, 10, 10, 10, -10, 0, 10, 0, 10, 0, -10, 10, 0, 10, -10, -10, 10, ]; -30244.1; [10, -10, -10, -10, -10, 10, 10, 10, -10, -10, 0, 10, 0, 0, -10, -10, 0, 10, -10, 10, -10, ];
0; 0; 0.9; -189.227; 323.892; 188; -61.6902; [10, -10, -10, 0, 10, 10, 10, 10, 10, -10, 0, 0, 0, -10, -10, 10, 0, -10, 10, -10, 0, ]; -72.136; [0, -10, -10, -10, -10, 10, 10, 10, -10, 0, 0, 0, 10, -10, 0, 10, 0, 0, 0, -10, -10, ]; -1689.46; [0, 0, -10, -10, -10, 10, -10, -10, -10, 0, 10, 0, 10, -10, 0, 10, 0, 0, 0, 10, -10, ];
0; 0; 0.9; -195.86; 546.481; 189; -64.8926; [10, -10, 0, 0, 10, 10, 10, 10, -10, -10, 10, 10, 10, 0, -10, -10, 0, 10, 0, -10, 10, ]; -71.699; [10, -10, 10, -10, 10, 10, 10, 10, -10, -10, 10, 10, 10, -10, -10, -10, 0, 10, 0, 10, 10, ]; -5091.68; [10, -10, 0, -10, 0, 10, 10, 10, -10, -10, 0, 0, 10, -10, -10, -10, 0, 10, 0, -10, -10, ];
0; 0; 0.9; -260.619; 806.097; 190; -60.1211; [10, 0, -10, 10, 10, 10, 10, 10, -10, -10, 10, 0, 10, -10, -10, 10, 0, 10, 0, -10, 10, ]; -72.5181; [10, -10, 10, -10, 10, 10, 10, 10, -10, -10, 0, 10, 10, 0, -10, 10, 0, 10, 0, 10, 10, ]; -6143.74; [10, -10, -10, -10, 10, 10, -10, 10, -10, -10, 10, 0, 10, -10, -10, -10, 0, 10, 0, 10, 10, ];
0; 0; 0.9; -398.122; 2020.95; 191; -60.1211; [10, 0, -10, 10, 10, 10, 10, 10, -10, -10, 10, 0, 10, -10, -10, 10, 0, 10, 0, -10, 10, ]; -71.3426; [-10, 0, 0, -10, 10, 10, 10, 10, -10, -10, 0, 10, 10, -10, -10, 10, 0, 0, 0, -10, 10, ]; -18492.8; [-10, 0, -10, -10, 10, 10, -10, 10, -10, -10, 0, 10, 10, 0, -10, -10, 0, 10, 0, 10, 10, ];
0; 0; 0.9; -546.007; 2060.67; 192; -60.3355; [0, -10, 10, 10, 10, 10, 10, 10, -10, -10, 0, 10, 10, 0, -10, -10, 0, 0, 0, -10, 10, ]; -71.699; [10, -10, 10, -10, 10, 10, 10, 10, -10, -10, 10, 10, 10, -10, -10, -10, 0, 10, 0, 10, 10, ]; -18492.8; [-10, 0, -10, -10, 10, 10, -10, 10, -10, -10, 0, 10, 10, 0, -10, -10, 0, 10, 0, 10, 10, ];
0; 0; 0.9; -155.252; 251.826; 193; -60.3355; [0, -10, 10, 10, 10, 10, 10, 10, -10, -10, 0, 10, 10, 0, -10, -10, 0, 0, 0, -10, 10, ]; -71.4237; [10, 10, 0, -10, 10, 10, 10, 10, -10, -10, 0, 10, 10, 0, -10, 10, -10, -10, 10, 10, -10, ]; -1687; [10, 0, -10, -10, 10, 10, 10, 10, -10, -10, 10, 10, 10, -10, -10, -10, 0, 10, 0, -10, 10, ];
0; 0; 0.9; -156.027; 255.457; 194; -60.3355; [0, -10, 10, 10, 10, 10, 10, 10, -10, -10, 0, 10, 10, 0, -10, -10, 0, 0, 0, -10, 10, ]; -70.9182; [-10, -10, 0, -10, 10, 10, 10, 10, -10, -10, 0, 10, 10, 0, -10, 10, 0, 0, 0, 10, 10, ]; -1588.17; [0, 0, 0, -10, 10, 10, 10, 0, -10, 0, 0, 0, 10, -10, 10, 10, 0, 0, 0, 10, -10, ];
0; 0; 0.9; -632.731; 4117.96; 195; -58.3229; [-10, 0, 0, -10, 0, 10, 10, 10, -10, -10, 10, 0, 10, -10, -10, 10, 0, 0, 0, 10, 10, ]; -70.9991; [10, -10, 10, -10, 10, 10, -10, 10, -10, -10, 10, 10, 10, 0, -10, 10, 0, 10, 0, -10, 10, ]; -41111.1; [-10, 0, 0, -10, -10, 0, 10, 10, -10, -10, -10, -10, 0, -10, -10, -10, 0, -10, 0, -10, -10, ];
0; 0; 0.9; -7884.46; 60248.5; 196; -58.3229; [-10, 0, 0, -10, 0, 10, 10, 10, -10, -10, 10, 0, 10, -10, -10, 10, 0, 0, 0, 10, 10, ]; -70.1896; [10, -10, 0, -10, 10, 10, 10, 10, -10, -10, 10, 10, 10, 0, -10, 10, 0, 10, 0, 10, 10, ]; -596881; [10, -10, 0, -10, 10, 10, 10, 10, -10, -10, 0, 10, 10, 0, -10, 10, 0, 0, 0, 10, 10, ];
0; 0; 0.9; -452.777; 3013.59; 197; -59.3175; [-10, -10, 0, -10, 10, 10, 10, 10, -10, -10, 10, 0, 10, 0, -10, -10, -0, 0, 0, -10, 10, ]; -70.0702; [-10, -10, 0, -10, 10, 10, 10, 10, -10, -10, 10, 10, 10, 0, -10, 10, 0, 10, 0, 10, 10, ]; -30240.7; [-10, -10, 0, -10, -10, 10, -10, 10, -10, -10, -10, -10, 0, 0, -10, -10, 0, 0, 0, 10, 10, ];
0; 0; 0.9; -223.084; 583.381; 198; -57.6177; [-10, -10, 0, -10, 10, 10, -10, 10, -10, -10, 10, 10, 10, 0, -10, -10, 0, 10, 0, -10, 10, ]; -71.6981; [10, -10, 0, -10, 10, 10, -10, 10, -10, -10, 10, 10, 0, 0, -10, -10, 0, 0, 0, 10, 10, ]; -4193.21; [0, -10, 0, -10, 10, 10, 10, 10, -10, -10, 10, 0, 10, 0, -10, -10, 0, 10, 0, -10, 10, ];
0; 0; 0.9; -291.921; 1017.55; 199; -57.6177; [-10, -10, 0, -10, 10, 10, -10, 10, -10, -10, 10, 10, 10, 0, -10, -10, 0, 10, 0, -10, 10, ]; -71.0766; [10, -10, -10, -10, 10, 10, 10, 10, -10, -10, 10, 0, 0, 0, -10, 10, 0, 0, 10, -10, 10, ]; -8805.96; [0, -10, 0, -10, 10, 10, 0, 10, -10, -10, 10, 0, 10, 0, -10, -10, 0, 10, 10, -10, 10, ];
